Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost
ORD-100170,2020-07-11,2020-07-27,CUST-6946,Mike Davis,Consumer,Mexico,Asia-Pacific,Office Supplies,Chairs,Product C,623.33,16,0.0,154.32,61.8
ORD-100171,2023-11-13,2023-12-04,,John Smith,Consumer,France,Asia-Pacific,Technology,Chairs,Product A,12270.48,18,0.0,3404.1,1198.19
ORD-100172,2021-04-19,2021-05-12,CUST-8637,Sarah Johnson,Corporate,Mexico,Asia-Pacific,Technology,Desks,Product D,3506.37,5,0.0,1325.11,
ORD-100173,2019-05-06,2019-05-31,CUST-7958,Robert Wilson,Consumer,Mexico,Europe,Office Supplies,Paper,Product D,157.83,15,0.25,62.88,7.93
,2020-10-09,2020-10-18,CUST-5909,Emily Brown,Home Office,United States,Asia-Pacific,Furniture,Paper,Product A,519.28,2,0.0,164.58,61.66
ORD-100175,2022-08-06,2022-08-23,CUST-6950,Emily Brown,Home Office,Mexico,Europe,Furniture,Desks,Product C,2206.62,16,0.05,778.11,215.87
ORD-100176,2023-01-14,2023-01-26,CUST-7773,John Smith,Corporate,France,Asia-Pacific,Technology,Copiers,Product C,12785.29,22,0.0,2145.48,1890.92
ORD-100177,2020-06-27,2020-07-11,CUST-6035,Sarah Johnson,Corporate,United Kingdom,Europe,Office Supplies,Desks,Product D,217.83,14,0.0,41.6,23.16
ORD-100178,2019-12-20,,CUST-5888,Robert Wilson,Consumer,Australia,Americas,Furniture,Binders,Product C,2018.59,17,0.0,369.1,113.58
ORD-100179,2020-09-24,2020-09-29,CUST-8769,Sarah Johnson,Home Office,United States,Asia-Pacific,Technology,Paper,Product A,1662.29,2,0.0,610.99,234.37
ORD-100180,2023-10-19,2023-11-16,CUST-8026,Mike Davis,Corporate,Australia,Asia-Pacific,Technology,Binders,Product A,14625.51,21,0.05,5701.23,2121.83
ORD-100181,2021-03-20,2021-04-10,CUST-7078,Sarah Johnson,Corporate,Australia,Americas,Furniture,Chairs,Product A,550.66,3,0.0,115.98,30.42
ORD-100182,2022-04-04,2022-04-19,CUST-7535,John Smith,Corporate,United States,Americas,Office Supplies,Binders,Product A,399.61,23,0.05,56.34,49.49
ORD-100183,2022-06-29,2022-07-14,CUST-5397,Sarah Johnson,Consumer,United States,Americas,Technology,Tables,Product A,12573.88,22,0.1,1634.1,932.84
ORD-100184,2020-01-22,2020-02-10,CUST-7151,Emily Brown,Consumer,United Kingdom,Europe,Office Supplies,Desks,Product D,517.69,20,0.0,201.41,60.96
ORD-100185,2023-12-24,2024-01-19,CUST-6551,Mike Davis,Corporate,Mexico,Asia-Pacific,Furniture,Paper,Product D,1856.1,9,0.0,195.38,236.31
ORD-100186,2021-08-30,2021-09-10,CUST-7459,Robert Wilson,Home Office,United States,Asia-Pacific,Technology,Copiers,Product D,5934.97,8,0.1,1408.95,476.53
ORD-100187,2020-04-15,2020-05-01,CUST-8512,Sarah Johnson,Corporate,United States,Asia-Pacific,Office Supplies,Chairs,Product B,171.47,5,0.0,50.3,21.89
ORD-100188,2020-05-21,2020-06-07,CUST-7606,John Smith,Home Office,Germany,Americas,Technology,Phones,Product B,3880.05,8,0.05,1172.7,327.94
ORD-100189,2021-03-04,2021-03-25,CUST-8645,Sarah Johnson,Consumer,United Kingdom,Americas,Office Supplies,Phones,Product B,260.74,11,0.0,49.69,22.27
ORD-100190,2019-10-29,2019-11-15,CUST-6605,John Smith,Corporate,Mexico,Europe,Technology,Binders,Product C,2204.09,6,0.0,253.46,326.47
ORD-100191,2022-06-29,2022-07-19,CUST-5882,Robert Wilson,Corporate,France,Americas,Technology,Tables,Product A,6595.16,12,0.0,1833.9,
ORD-100192,2022-10-09,2022-10-30,CUST-8671,Sarah Johnson,Home Office,Germany,Europe,Technology,Phones,Product A,592.81,2,0.1,144.09,44.3
ORD-100193,2019-03-27,2019-04-12,CUST-5348,Mike Davis,Consumer,Canada,Americas,Furniture,Binders,Product A,1065.8,10,0.1,364.96,108.15
ORD-100194,2022-04-11,2022-04-25,CUST-8674,Sarah Johnson,Corporate,Australia,Asia-Pacific,Furniture,Phones,Product A,176.95,2,0.25,58.09,15.79
ORD-100195,2019-10-01,2019-10-18,CUST-6216,John Smith,Consumer,Mexico,Europe,Furniture,Phones,Product B,1659.22,4,0.1,602.64,87.53
ORD-100196,2021-10-12,2021-10-29,CUST-8716,Robert Wilson,Consumer,United Kingdom,Americas,Furniture,Phones,Product D,2981.01,11,0.0,589.95,191.92
ORD-100197,2021-03-01,2021-03-15,CUST-7754,Mike Davis,Corporate,United Kingdom,Americas,Technology,Copiers,Product A,3722.01,8,0.0,1326.93,212.59
ORD-100198,2022-04-02,2022-04-08,,John Smith,Corporate,United Kingdom,Asia-Pacific,Furniture,Binders,Product B,536.58,2,0.15,99.13,28.85
ORD-100199,2022-09-11,2022-09-20,CUST-5419,John Smith,Corporate,Australia,Asia-Pacific,Furniture,Paper,Product A,1649.96,6,0.0,601.94,
ORD-100200,2022-09-28,2022-10-20,CUST-7708,John Smith,Corporate,Germany,Americas,Office Supplies,Tables,Product C,189.69,16,0.1,40.08,24.79
ORD-100201,2023-12-28,2024-01-11,CUST-7800,John Smith,Home Office,Canada,Asia-Pacific,Office Supplies,Copiers,Product A,299.52,9,0.0,73.25,43.41
ORD-100202,2020-07-16,2020-07-24,,John Smith,Consumer,Australia,Europe,Furniture,Paper,Product A,1114.35,8,0.0,380.06,69.66
ORD-100203,2022-03-10,2022-03-20,CUST-6937,John Smith,Consumer,Mexico,Americas,Office Supplies,Tables,Product C,489.24,17,0.05,187.93,43.08
ORD-100204,2022-12-13,2022-12-25,CUST-7330,Robert Wilson,Corporate,United States,Europe,Office Supplies,Phones,Product C,31.15,2,0.0,9.7,3.26
ORD-100205,2020-10-20,2020-11-05,CUST-8697,Mike Davis,Home Office,Canada,Americas,Technology,Tables,Product B,13300.44,20,0.05,2593.12,1332.06
ORD-100206,2020-05-14,2020-06-03,CUST-6341,Sarah Johnson,Consumer,United Kingdom,Europe,Furniture,Chairs,Product C,5064.85,21,0.0,1450.51,624.34
ORD-100207,2020-12-26,2021-01-04,CUST-8100,Sarah Johnson,Corporate,France,Asia-Pacific,Technology,Copiers,Product B,3994.97,7,0.2,1204.26,279.25
ORD-100208,2019-12-27,2020-01-25,CUST-8654,Mike Davis,Corporate,Germany,Europe,Office Supplies,Tables,Product B,504.06,17,0.0,198.44,34.77
ORD-100209,2019-04-08,2019-05-07,CUST-8179,Mike Davis,Corporate,United Kingdom,Europe,Technology,Binders,Product C,3277.97,6,0.2,403.5,
ORD-100210,2020-01-02,2020-01-08,,Emily Brown,Consumer,Canada,Europe,Office Supplies,Chairs,Product C,91.09,3,0.0,21.43,9.87
ORD-100211,2022-03-23,2022-04-21,CUST-6030,John Smith,Consumer,Australia,Asia-Pacific,Office Supplies,Chairs,Product D,93.29,22,0.2,30.94,8.15
ORD-100212,2019-03-24,2019-03-29,CUST-6432,Emily Brown,Consumer,Germany,Europe,Office Supplies,Copiers,Product C,139.27,10,0.05,41.71,17.31
ORD-100213,2020-10-05,2020-10-18,,John Smith,Corporate,Mexico,Americas,Technology,Chairs,Product B,4113.3,11,0.05,1292.47,287.63
ORD-100214,2019-03-10,2019-03-25,CUST-7366,Robert Wilson,Home Office,Germany,Europe,Office Supplies,Phones,Product C,95.61,3,0.0,26.62,7.96
ORD-100215,2021-05-19,2021-05-24,CUST-5567,Mike Davis,Home Office,France,Asia-Pacific,Technology,Paper,Product B,13112.59,14,0.0,3610.35,1008.17
,2020-03-20,2020-04-04,CUST-8644,Mike Davis,Corporate,Canada,Europe,Technology,Phones,Product D,2210.6,11,0.2,768.01,208.66
ORD-100217,2021-09-14,2021-10-03,CUST-7668,Emily Brown,Home Office,Mexico,Europe,Furniture,Tables,Product C,1163.34,6,0.05,172.0,66.37
ORD-100218,2021-08-21,2021-08-30,CUST-6200,Sarah Johnson,Home Office,Canada,Asia-Pacific,Furniture,Desks,Product C,2606.55,21,0.05,943.03,186.64
ORD-100219,2021-04-27,2021-05-02,CUST-7872,John Smith,Consumer,Germany,Americas,Furniture,Paper,Product C,1807.52,6,0.0,285.88,212.73
ORD-100220,2023-08-28,2023-09-24,CUST-5720,Mike Davis,Corporate,United Kingdom,Asia-Pacific,Furniture,Desks,Product C,2657.82,16,0.0,267.37,327.55
ORD-100221,2021-08-31,2021-09-14,CUST-7410,Robert Wilson,Home Office,United Kingdom,Europe,Technology,Chairs,Product C,4039.22,9,0.0,606.2,310.05
ORD-100222,2022-08-05,2022-08-10,CUST-5831,Robert Wilson,Home Office,Canada,Asia-Pacific,Technology,Paper,Product C,6000.9,10,0.0,1341.73,678.95
ORD-100223,2020-10-01,2020-10-29,CUST-8458,Robert Wilson,Consumer,Australia,Americas,Office Supplies,Paper,Product C,159.98,5,0.1,53.1,20.42
ORD-100224,2020-02-20,2020-03-11,CUST-5658,Sarah Johnson,Corporate,United Kingdom,Americas,Furniture,Chairs,Product A,6178.08,24,0.1,2238.02,387.6
ORD-100225,2023-12-12,2023-12-19,CUST-8406,Emily Brown,Consumer,France,Europe,Technology,Binders,Product A,3397.64,8,0.0,551.73,
ORD-100226,2021-12-08,2021-12-25,CUST-7621,Emily Brown,Corporate,Germany,Americas,Office Supplies,Tables,Product D,1097.21,22,0.0,293.74,79.01
ORD-100227,2021-04-22,2021-05-07,CUST-8439,Robert Wilson,Corporate,Mexico,Europe,Technology,Phones,Product C,11995.05,17,0.0,1542.7,658.12
ORD-100228,2023-02-12,2023-03-08,CUST-8647,Sarah Johnson,Home Office,Germany,Asia-Pacific,Furniture,Binders,Product B,1914.66,12,0.05,303.46,239.33
ORD-100229,2023-02-17,2023-03-14,CUST-5394,John Smith,Corporate,Canada,Europe,Office Supplies,Desks,Product B,276.39,13,0.05,76.44,30.4
ORD-100230,2022-04-16,2022-05-02,CUST-8449,Robert Wilson,Corporate,Australia,Europe,Technology,Tables,Product D,12816.08,17,0.0,2296.88,1456.39
ORD-100231,2021-06-21,2021-07-17,,Robert Wilson,Home Office,Germany,Asia-Pacific,Office Supplies,Paper,Product D,529.72,15,0.1,82.8,63.51
ORD-100232,2023-08-26,2023-09-14,CUST-5892,Mike Davis,Corporate,Canada,Europe,Furniture,Binders,Product D,7336.33,24,0.0,2354.0,855.98
ORD-100233,2019-10-26,,CUST-7548,Mike Davis,Consumer,Mexico,Asia-Pacific,Technology,Phones,Product B,6817.25,15,0.0,2647.47,919.77
ORD-100234,2022-12-09,2022-12-27,CUST-5018,Mike Davis,Consumer,United Kingdom,Asia-Pacific,Office Supplies,Desks,Product B,78.61,15,0.0,29.99,7.09
ORD-100235,2020-07-26,2020-08-10,CUST-8749,John Smith,Home Office,Australia,Asia-Pacific,Furniture,Phones,Product C,4863.75,14,0.0,1410.11,458.68
ORD-100236,2019-10-15,2019-10-30,CUST-6874,John Smith,Corporate,Mexico,Asia-Pacific,Furniture,Copiers,Product D,10486.89,22,0.0,1575.21,1248.87
ORD-100237,2019-07-12,2019-07-31,CUST-8293,Mike Davis,Corporate,Canada,Asia-Pacific,Office Supplies,Binders,Product D,193.36,17,0.1,20.45,21.46
ORD-100238,2019-03-31,2019-04-17,CUST-8792,Emily Brown,Corporate,Germany,Americas,Furniture,Binders,Product C,749.11,6,0.05,241.34,81.96
ORD-100239,2022-03-13,2022-03-31,CUST-8294,John Smith,Home Office,Australia,Americas,Office Supplies,Copiers,Product C,312.0,15,0.05,106.09,19.51
ORD-100240,2021-06-03,2021-06-21,CUST-8429,Sarah Johnson,Consumer,Australia,Americas,Technology,Binders,Product C,13732.88,17,0.15,1723.9,784.2
ORD-100241,2020-04-29,2020-05-23,CUST-8611,John Smith,Consumer,France,Americas,Technology,Binders,Product A,1655.72,8,0.0,242.85,187.19
ORD-100242,2021-11-02,2021-11-10,CUST-7500,Sarah Johnson,Corporate,France,Asia-Pacific,Furniture,Phones,Product D,8025.54,18,0.0,1175.56,790.15
ORD-100243,2022-10-10,2022-10-26,CUST-5971,John Smith,Home Office,United States,Americas,Office Supplies,Copiers,Product B,393.42,23,0.25,123.75,33.98
ORD-100244,2022-07-18,2022-08-06,CUST-7491,John Smith,Home Office,Australia,Americas,Technology,Tables,Product D,14570.73,17,0.1,1526.24,1414.62
ORD-100245,2021-11-07,2021-11-27,CUST-6574,John Smith,Home Office,United Kingdom,Asia-Pacific,Technology,Paper,Product D,7689.25,8,0.0,1173.74,829.91
ORD-100246,2022-04-25,2022-05-05,CUST-6229,Mike Davis,Corporate,United Kingdom,Americas,Technology,Desks,Product C,1038.81,3,0.0,361.21,148.25
ORD-100247,2023-11-27,2023-12-13,,Sarah Johnson,Home Office,Australia,Americas,Furniture,Desks,Product A,1845.53,5,0.0,306.64,253.59
ORD-100248,2019-10-03,2019-10-27,CUST-7746,Robert Wilson,Consumer,France,Americas,Furniture,Copiers,Product A,137.51,1,0.0,33.81,7.43
ORD-100249,2023-03-01,2023-03-30,CUST-6647,John Smith,Home Office,Canada,Europe,Furniture,Tables,Product D,6869.4,18,0.0,2614.16,829.91
ORD-100250,2019-05-23,2019-06-05,CUST-7187,John Smith,Home Office,Germany,Asia-Pacific,Office Supplies,Paper,Product B,867.68,20,0.0,328.43,112.45
ORD-100251,2021-10-13,2021-11-11,CUST-8478,Sarah Johnson,Corporate,United Kingdom,Americas,Technology,Phones,Product A,5085.38,11,0.1,1653.92,647.25
ORD-100252,2020-05-07,2020-05-30,CUST-6051,Sarah Johnson,Consumer,United States,Asia-Pacific,Office Supplies,Phones,Product C,120.74,19,0.0,46.9,17.3
ORD-100253,2019-10-20,2019-11-12,CUST-8943,Mike Davis,Corporate,United States,Asia-Pacific,Office Supplies,Binders,Product A,17.48,4,0.2,5.5,1.96
ORD-100254,2019-07-29,2019-08-18,CUST-6602,Sarah Johnson,Home Office,United Kingdom,Europe,Furniture,Phones,Product B,663.82,4,0.0,114.17,51.31
ORD-100255,2021-09-28,2021-10-11,CUST-7209,Sarah Johnson,Corporate,Mexico,Asia-Pacific,Office Supplies,Binders,Product D,843.85,24,0.1,98.46,
ORD-100256,2023-02-03,2023-02-11,CUST-8214,Sarah Johnson,Home Office,United States,Europe,Technology,Desks,Product B,947.37,2,0.0,216.94,58.73
ORD-100257,2021-08-05,2021-08-24,CUST-5871,Mike Davis,Consumer,Germany,Americas,Office Supplies,Desks,Product B,35.18,5,0.0,5.82,
ORD-100258,2019-12-11,2020-01-04,CUST-5359,Emily Brown,Home Office,Mexico,Americas,Furniture,Tables,Product B,651.32,5,0.0,135.78,70.67
ORD-100259,2023-12-08,2023-12-24,CUST-6270,Emily Brown,Corporate,Germany,Asia-Pacific,Technology,Chairs,Product D,7605.22,8,0.0,2628.53,577.75
ORD-100260,2021-06-15,2021-07-12,CUST-6808,John Smith,Consumer,Australia,Americas,Office Supplies,Phones,Product B,35.99,1,0.0,13.29,2.07
ORD-100261,2023-08-04,2023-08-25,CUST-6083,Robert Wilson,Consumer,France,Americas,Office Supplies,Phones,Product B,79.32,6,0.0,11.25,10.01
ORD-100262,2020-02-11,2020-03-11,CUST-8470,Mike Davis,Corporate,Australia,Americas,Office Supplies,Copiers,Product C,688.74,20,0.0,196.82,98.36
ORD-100263,2021-01-20,2021-02-05,CUST-5799,Emily Brown,Consumer,Mexico,Asia-Pacific,Technology,Paper,Product B,10451.32,20,0.0,3658.94,1162.01
ORD-100264,2021-04-05,2021-04-23,CUST-5135,Mike Davis,Home Office,Australia,Europe,Furniture,Copiers,Product A,446.65,4,0.0,166.23,32.16
ORD-100265,2023-02-19,2023-03-08,CUST-5170,Robert Wilson,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Copiers,Product A,221.72,7,0.05,48.99,22.87
ORD-100266,2019-12-16,2019-12-26,CUST-5446,Mike Davis,Consumer,France,Americas,Office Supplies,Desks,Product C,563.95,23,0.0,98.61,43.67
ORD-100267,2021-03-21,2021-04-11,CUST-6416,Emily Brown,Consumer,United States,Asia-Pacific,Technology,Binders,Product C,3639.45,5,0.15,844.98,321.09
ORD-100268,2022-07-17,2022-07-22,CUST-7415,John Smith,Consumer,Mexico,Americas,Office Supplies,Desks,Product B,297.22,9,0.0,49.58,31.1
ORD-100269,2023-02-22,2023-03-23,CUST-7950,John Smith,Corporate,France,Asia-Pacific,Office Supplies,Phones,Product D,109.65,9,0.0,22.0,
ORD-100270,2019-09-15,2019-10-01,CUST-7345,Emily Brown,Corporate,Canada,Europe,Furniture,Binders,Product A,1142.62,11,0.0,408.36,165.31
ORD-100271,2021-09-25,2021-10-21,CUST-5252,John Smith,Corporate,Mexico,Asia-Pacific,Office Supplies,Binders,Product A,685.36,15,0.0,145.58,37.73
ORD-100272,2020-06-03,2020-06-12,CUST-8502,Emily Brown,Corporate,Germany,Asia-Pacific,Office Supplies,Tables,Product A,211.06,12,0.0,42.13,28.93
ORD-100273,2020-09-09,2020-10-04,CUST-7081,Robert Wilson,Home Office,Australia,Americas,Furniture,Tables,Product B,4533.85,20,0.05,1007.94,304.35
ORD-100274,2019-08-09,2019-08-17,,Mike Davis,Home Office,United Kingdom,Americas,Office Supplies,Paper,Product B,239.15,7,0.0,86.7,15.33
ORD-100275,2021-09-15,2021-10-01,CUST-5287,Sarah Johnson,Consumer,Canada,Americas,Office Supplies,Tables,Product D,102.78,10,0.0,15.49,12.97
ORD-100276,2022-03-07,2022-03-13,CUST-6371,John Smith,Consumer,France,Asia-Pacific,Office Supplies,Copiers,Product D,368.6,21,0.0,51.14,40.66
ORD-100277,2022-04-19,2022-05-03,CUST-8387,Emily Brown,Corporate,Canada,Asia-Pacific,Technology,Phones,Product D,6503.83,11,0.2,2302.78,765.16
ORD-100278,2023-12-22,2024-01-05,CUST-6497,John Smith,Consumer,Germany,Americas,Office Supplies,Desks,Product D,169.34,22,0.0,23.59,22.85
ORD-100279,2022-12-18,2022-12-31,CUST-8265,Robert Wilson,Consumer,Canada,Americas,Office Supplies,Copiers,Product D,48.1,2,0.1,16.03,5.89
ORD-100280,2020-09-04,2020-09-28,CUST-7253,Robert Wilson,Home Office,Germany,Europe,Furniture,Binders,Product D,4765.11,14,0.0,963.92,432.0
ORD-100281,2020-12-29,,CUST-5911,John Smith,Corporate,France,Asia-Pacific,Furniture,Paper,Product C,4801.98,23,0.0,794.09,544.41
ORD-100282,2022-03-11,2022-03-22,CUST-6268,Mike Davis,Home Office,United Kingdom,Americas,Office Supplies,Chairs,Product D,247.08,9,0.0,48.3,28.29
ORD-100283,2019-03-24,2019-04-11,CUST-6270,John Smith,Corporate,Australia,Americas,Office Supplies,Binders,Product D,563.02,20,0.0,70.67,49.54
ORD-100284,2020-08-30,2020-09-14,CUST-8397,Robert Wilson,Home Office,France,Asia-Pacific,Technology,Tables,Product A,18633.71,22,0.15,5120.81,1540.9
ORD-100285,2019-05-11,2019-05-18,CUST-7099,Robert Wilson,Home Office,United Kingdom,Americas,Furniture,Paper,Product B,8084.59,20,0.1,2021.05,904.81
ORD-100286,2021-12-02,2021-12-25,CUST-6802,Sarah Johnson,Corporate,Mexico,Europe,Office Supplies,Desks,Product C,675.32,23,0.0,84.96,
ORD-100287,2023-03-27,2023-04-06,CUST-7406,Robert Wilson,Home Office,Mexico,Europe,Office Supplies,Binders,Product A,481.36,14,0.0,70.36,50.29
ORD-100288,2023-08-17,2023-08-27,CUST-7352,Sarah Johnson,Home Office,Mexico,Americas,Office Supplies,Tables,Product D,96.05,5,0.0,11.24,11.55
ORD-100289,2023-01-01,2023-01-14,CUST-5719,Emily Brown,Consumer,Australia,Europe,Technology,Paper,Product A,4419.99,11,0.2,524.26,444.62
ORD-100290,2019-03-20,2019-04-07,CUST-5329,Sarah Johnson,Home Office,France,Europe,Furniture,Chairs,Product C,4032.43,15,0.05,883.44,368.95
ORD-100291,2023-02-28,2023-03-22,CUST-7236,Mike Davis,Home Office,United Kingdom,Americas,Office Supplies,Paper,Product D,35.4,1,0.0,3.94,4.24
ORD-100292,2019-10-19,2019-11-10,CUST-8110,John Smith,Home Office,Mexico,Europe,Technology,Binders,Product B,16254.28,18,0.0,4348.11,1416.64
ORD-100293,2023-08-21,2023-09-16,CUST-6735,Mike Davis,Corporate,United Kingdom,Europe,Technology,Paper,Product B,1517.96,4,0.1,580.26,208.74
ORD-100294,2020-08-29,2020-09-07,CUST-5270,Sarah Johnson,Consumer,Canada,Americas,Office Supplies,Binders,Product C,429.97,10,0.1,45.84,25.2
ORD-100295,2019-06-21,2019-07-17,CUST-5880,Sarah Johnson,Home Office,Australia,Asia-Pacific,Office Supplies,Paper,Product D,265.23,18,0.0,61.74,
ORD-100296,2019-01-22,2019-01-28,CUST-5428,Robert Wilson,Corporate,Canada,Americas,Technology,Copiers,Product A,12220.2,23,0.0,4733.91,1350.44
ORD-100297,2023-04-27,2023-05-22,CUST-8420,Mike Davis,Corporate,Mexico,Asia-Pacific,Technology,Tables,Product D,2990.69,15,0.05,427.33,222.56
ORD-100298,2020-06-03,2020-06-30,CUST-5838,Sarah Johnson,Home Office,United Kingdom,Asia-Pacific,Office Supplies,Chairs,Product B,627.86,21,0.0,160.82,44.07
ORD-100299,2022-12-02,2022-12-23,CUST-7936,Mike Davis,Consumer,Canada,Asia-Pacific,Furniture,Phones,Product C,3148.49,16,0.1,387.76,197.39
ORD-100300,2021-08-22,2021-09-06,CUST-5467,Emily Brown,Corporate,France,Americas,Furniture,Chairs,Product D,1437.74,11,0.0,145.58,164.16
ORD-100301,2021-03-24,2021-04-22,CUST-7860,Sarah Johnson,Home Office,Canada,Europe,Office Supplies,Copiers,Product C,130.1,16,0.2,32.15,7.17
ORD-100302,2020-08-10,2020-08-29,CUST-7934,Mike Davis,Corporate,Australia,Americas,Furniture,Desks,Product D,10288.02,23,0.1,1771.61,1368.95
ORD-100303,2020-03-14,2020-03-19,CUST-7587,Mike Davis,Home Office,United Kingdom,Americas,Technology,Binders,Product A,12404.7,17,0.2,3667.85,1458.5
ORD-100304,2023-05-01,2023-05-13,CUST-8729,John Smith,Home Office,France,Americas,Technology,Paper,Product A,4218.14,8,0.0,870.26,519.2
ORD-100305,2020-09-06,2020-10-03,CUST-8870,Robert Wilson,Consumer,United Kingdom,Europe,Technology,Desks,Product D,5019.63,24,0.05,1036.3,534.04
ORD-100306,2019-04-22,2019-05-09,CUST-6964,Mike Davis,Consumer,Australia,Americas,Furniture,Phones,Product B,7473.83,22,0.0,1899.19,378.52
ORD-100307,2022-04-06,2022-04-13,CUST-8197,Mike Davis,Consumer,Mexico,Americas,Technology,Desks,Product A,18516.75,24,0.0,3860.63,1395.45
ORD-100308,2023-10-28,2023-11-20,CUST-7068,Sarah Johnson,Home Office,United States,Europe,Technology,Phones,Product D,8776.8,19,0.0,1311.13,1132.81
,2021-05-22,2021-06-11,CUST-6160,Sarah Johnson,Home Office,Australia,Europe,Technology,Binders,Product A,3711.96,10,0.0,686.66,486.96
ORD-100310,2019-09-29,2019-10-18,CUST-5066,John Smith,Consumer,United Kingdom,Americas,Technology,Phones,Product A,18488.91,23,0.05,6762.77,959.47
ORD-100311,2019-09-24,2019-10-01,CUST-6831,Robert Wilson,Consumer,Canada,Americas,Furniture,Copiers,Product A,1479.83,4,0.0,254.12,186.46
ORD-100312,2022-05-14,2022-06-06,CUST-8170,Sarah Johnson,Home Office,Australia,Americas,Furniture,Tables,Product B,2192.16,18,0.0,339.21,203.47
ORD-100313,2021-05-01,2021-05-10,CUST-6635,Mike Davis,Corporate,Mexico,Asia-Pacific,Technology,Chairs,Product A,10833.19,15,0.15,3765.22,892.36
ORD-100314,2022-03-13,2022-04-01,CUST-8197,John Smith,Home Office,Canada,Asia-Pacific,Office Supplies,Copiers,Product A,466.79,10,0.0,168.7,36.12
ORD-100315,2020-11-16,2020-12-14,CUST-7226,Emily Brown,Corporate,Australia,Asia-Pacific,Technology,Phones,Product C,683.4,2,0.0,69.39,39.93
ORD-100316,2022-09-12,2022-09-25,CUST-5171,John Smith,Consumer,Germany,Asia-Pacific,Furniture,Tables,Product C,1527.04,8,0.05,552.65,84.54
ORD-100317,2022-08-14,2022-09-08,CUST-6391,Robert Wilson,Corporate,Australia,Americas,Furniture,Paper,Product C,2617.92,9,0.0,884.64,375.01
ORD-100318,2022-01-23,2022-02-13,CUST-8937,Robert Wilson,Corporate,Canada,Europe,Technology,Phones,Product D,3594.26,14,0.0,736.6,263.49
ORD-100319,2021-01-22,2021-02-08,CUST-8418,Sarah Johnson,Corporate,France,Asia-Pacific,Furniture,Chairs,Product A,2023.66,12,0.0,304.03,107.92
ORD-100320,2021-08-31,2021-09-29,CUST-6958,Sarah Johnson,Consumer,United Kingdom,Americas,Office Supplies,Phones,Product B,855.75,21,0.1,304.62,54.54
ORD-100321,2020-08-15,2020-08-26,CUST-5156,Mike Davis,Consumer,Germany,Asia-Pacific,Furniture,Phones,Product A,2623.34,9,0.0,940.79,276.45
ORD-100322,2020-06-13,2020-06-24,CUST-7365,Sarah Johnson,Home Office,United States,Americas,Furniture,Copiers,Product B,4724.88,24,0.0,575.97,572.18
ORD-100323,2021-05-23,2021-06-20,CUST-8779,Mike Davis,Consumer,Canada,Europe,Furniture,Copiers,Product D,4626.38,13,0.05,1593.89,589.02
ORD-100324,2019-05-26,2019-06-09,CUST-8767,Mike Davis,Corporate,France,Europe,Technology,Phones,Product D,441.08,1,0.15,158.29,45.64
ORD-100325,2020-06-15,2020-07-13,CUST-5458,Emily Brown,Corporate,United States,Europe,Technology,Phones,Product A,10711.15,17,0.0,1665.33,601.35
ORD-100326,2023-03-03,2023-03-16,CUST-7616,Emily Brown,Corporate,United States,Asia-Pacific,Office Supplies,Desks,Product C,755.75,16,0.05,146.91,101.6
,2022-02-11,2022-02-16,CUST-5585,Mike Davis,Consumer,France,Americas,Furniture,Chairs,Product A,159.03,1,0.2,56.91,21.53
ORD-100328,2023-09-19,2023-10-16,CUST-6861,John Smith,Consumer,Australia,Asia-Pacific,Technology,Binders,Product A,1029.31,2,0.0,271.09,122.62
ORD-100329,2020-03-13,2020-04-01,CUST-5566,Mike Davis,Corporate,France,Asia-Pacific,Furniture,Chairs,Product A,3138.92,18,0.0,1209.26,238.85
ORD-100330,2022-02-27,2022-03-26,CUST-8385,Sarah Johnson,Consumer,Australia,Europe,Office Supplies,Tables,Product C,609.89,23,0.0,201.5,69.12
ORD-100331,2020-09-08,2020-09-13,CUST-6842,Emily Brown,Corporate,United Kingdom,Europe,Furniture,Chairs,Product D,2858.99,7,0.05,876.69,212.09
ORD-100332,2023-03-31,2023-04-21,CUST-7584,Robert Wilson,Home Office,Canada,Europe,Office Supplies,Tables,Product A,56.56,2,0.0,12.66,5.16
ORD-100333,2022-04-04,2022-04-17,CUST-5167,Sarah Johnson,Corporate,United States,Americas,Furniture,Tables,Product A,2089.34,24,0.15,512.22,168.75
ORD-100334,2020-10-22,2020-11-13,CUST-6427,Mike Davis,Consumer,Canada,Americas,Technology,Binders,Product A,5660.72,17,0.0,2122.47,493.66
ORD-100335,2022-05-13,2022-06-01,CUST-7857,Mike Davis,Home Office,United Kingdom,Americas,Technology,Chairs,Product D,20437.76,23,0.05,4642.05,2987.08
ORD-100336,2020-08-10,2020-08-31,CUST-6152,John Smith,Home Office,Mexico,Americas,Technology,Chairs,Product B,20464.32,23,0.1,6904.36,1717.41
ORD-100337,2022-02-15,2022-03-07,CUST-8010,Emily Brown,Consumer,Australia,Europe,Office Supplies,Binders,Product A,556.43,16,0.0,92.22,61.01
ORD-100338,2020-04-03,2020-04-09,,Robert Wilson,Corporate,United States,Europe,Office Supplies,Copiers,Product A,393.88,12,0.0,119.82,39.82
